"MUNICIPIO","DEPARTAMENTO","POBLACIÓN_5_16","TASA_MATRICULACIÓN_5_16","COBERTURA_NETA","COBERTURA_NETA_TRANSICIÓN","COBERTURA_NETA_PRIMARIA","COBERTURA_NETA_SECUNDARIA","COBERTURA_NETA_MEDIA","COBERTURA_BRUTA","COBERTURA_BRUTA_TRANSICIÓN","COBERTURA_BRUTA_PRIMARIA","COBERTURA_BRUTA_SECUNDARIA","COBERTURA_BRUTA_MEDIA","DESERCIÓN","DESERCIÓN_TRANSICIÓN","DESERCIÓN_PRIMARIA","DESERCIÓN_SECUNDARIA","DESERCIÓN_MEDIA","APROBACIÓN","APROBACIÓN_TRANSICIÓN","APROBACIÓN_PRIMARIA","APROBACIÓN_SECUNDARIA","APROBACIÓN_MEDIA","REPROBACIÓN","REPROBACIÓN_TRANSICIÓN","REPROBACIÓN_PRIMARIA","REPROBACIÓN_SECUNDARIA","REPROBACIÓN_MEDIA","REPITENCIA","REPITENCIA_TRANSICIÓN","REPITENCIA_PRIMARIA","REPITENCIA_SECUNDARIA","REPITENCIA_MEDIA"
"Puerto Lleras","Meta","2537",0.7077,0.6488,0.5385,0.631,0.5538,0.2791,0.6965,0.8,0.7967,0.6831,0.4349,0.0156,0.0064,0.0097,0.0282,0.011,0.8984,0,0.9311,0.8081,0.9505,0.086,0,0.0593,0.1637,0.0385,0,0,0,0,0
"Puerto Rico","Meta","2983",0.5182,0.8448,0.5804,0.8963,0.6049,0.2741,0.9035,0.8275,1.156,0.7994,0.4916,0.0468,0.0948,0.037,0.049,0.0583,0.9213,0,0.9363,0.9099,0.8738,0.0319,0,0.0267,0.0411,0.068,4e-04,0,7e-04,0,0
"Restrepo","Meta","3681",1.7223,1.0899,0.5987,1.0172,1.0492,0.6413,1.1755,0.8829,1.1732,1.3398,0.9968,0.0375,0.0711,0.0303,0.0469,0.0184,0.9242,0.0042,0.9555,0.8759,0.9551,0.0383,0.0042,0.0142,0.0772,0.0265,0.0089,0,0.0013,0.0219,0.002
"San Carlos de Guaroa","Meta","2939",1.012,0.9173,0.5808,0.8626,0.8211,0.3642,1.0058,0.9808,1.0755,1.1025,0.6315,0.0659,0.0667,0.0598,0.0779,0.052,0.826,0.0039,0.8641,0.7217,0.916,0.1081,0.0039,0.0761,0.2004,0.032,0.0195,0,0.0177,0.0322,0
"San Juan de Arama","Meta","1999",0.6606,0.7789,0.6324,0.7578,0.6844,0.2592,0.8284,0.8824,0.9531,0.8878,0.4476,0.0864,0.125,0.0792,0.09,0.076,0.8575,0,0.8825,0.831,0.8363,0.0562,0,0.0383,0.079,0.0877,0.0121,0,0.0082,0.0221,0
"San Juanito","Meta","314",0.6486,1.1051,1.1538,1.0859,0.8654,0.625,1.172,1.5769,1.2422,1.1731,0.8214,0.0217,0.0244,0.0252,0.0246,0,0.9728,0,0.9748,0.959,1,0.0054,0,0,0.0164,0,0.0217,0,0,0.0656,0
"San Martín","Meta","6008",0.8866,0.8445,0.6444,0.8029,0.7441,0.3596,0.9251,0.9052,0.9894,1.0102,0.6092,0.0744,0.087,0.0413,0.1136,0.0686,0.8621,0,0.9365,0.7626,0.8569,0.0634,0,0.0222,0.1238,0.0745,0.0154,0.0026,0.0133,0.021,0.0137
"Vistahermosa","Meta","4210",0.6265,0.9739,0.7354,1.0151,0.7514,0.3459,1.0929,1.0738,1.2739,1.0677,0.7157,0.072,0.0602,0.0591,0.0993,0.0574,0.8678,0.009,0.8884,0.8113,0.8973,0.0602,0.009,0.0525,0.0894,0.0453,0,0,0,0,0
"Pasto","Nariño","62206",0.8015,1.0476,0.7522,1.0099,0.9836,0.5491,1.1883,0.8972,1.1383,1.3868,1.052,0.0166,0.0073,0.0075,0.0268,0.016,0.912,0.0017,0.9628,0.8524,0.9126,0.0714,0.0017,0.0298,0.1208,0.0714,0.0338,0.0031,0.0231,0.0534,0.0186
"Albán","Nariño","1571",0.2943,0.8663,0.5299,0.7557,0.8989,0.4867,0.9554,0.8632,0.8754,1.1654,0.7733,0.012,0.0099,0.0037,0.0205,0.0086,0.9873,0,0.9963,0.9795,0.9871,7e-04,0,0,0,0.0043,0.0266,0,0.03,0.0347,0.0086
"Aldana","Nariño","1265",1.3765,1.1186,0.8218,1.0295,1.1049,0.5575,1.1968,1.1188,1.1788,1.4126,0.8628,0.0172,0.0265,0.01,0.0231,0.0154,0.9815,0,0.99,0.9769,0.9744,0.0013,0,0,0,0.0103,0.0251,0,0.02,0.0396,0.0103
"Ancuyá","Nariño","1216",0.8817,0.8766,0.5435,0.7676,0.8842,0.5431,0.9696,0.8696,0.8785,1.1324,0.8966,0.0034,0.0125,0.0049,0,0.0048,0.9958,0,0.9951,1,0.9904,8e-04,0,0,0,0.0048,0.0051,0,0.0049,0.0063,0.0048
"Arboleda","Nariño","1504",0.8822,0.7919,0.4831,0.7285,0.8043,0.3971,0.8697,0.7034,0.8465,1.0233,0.704,0.0283,0.0241,0.006,0.0531,0.0205,0.9702,0,0.994,0.9469,0.9692,0.0015,0,0,0,0.0103,0.0298,0,0.0319,0.0436,0
"Barbacoas","Nariño","15544",0.8314,0.6473,0.2875,0.5652,0.3594,0.0856,0.8176,0.6323,1.0646,0.7555,0.3842,0.0309,0.0057,0.0088,0.0691,0.0755,0.9032,0.0283,0.9115,0.8741,0.896,0.0659,0.0283,0.0797,0.0568,0.0285,0.0057,0.0011,0.0076,0.0044,0
"Belén","Nariño","958",0.6978,0.928,0.5256,0.881,0.9506,0.5056,1.0271,1.1667,1.0026,1.1852,0.7303,0.0183,0.011,0.0026,0.0391,0.0077,0.9797,0,0.9974,0.9609,0.9769,0.002,0,0,0,0.0154,0.0427,0,0.0317,0.0677,0.0308
"Buesaco","Nariño","4268",0.6519,0.7955,0.5595,0.8718,0.6004,0.2884,0.8983,0.8682,1.0497,0.8635,0.6574,0.0036,0,0.0029,0.0067,0,0.9838,0,0.9857,0.9757,0.9888,0.0126,0,0.0114,0.0176,0.0112,0.0104,0.0037,0.0131,0.0084,0.0084
"Colón","Nariño","1401",0.63,0.9286,0.598,0.9702,0.7683,0.3704,1.0485,1.098,1.1434,1.1057,0.737,0.0197,0,0.0033,0.0404,0.0251,0.9803,0,0.9967,0.9596,0.9749,0,0,0,0,0,0.0184,0,0.0098,0.0349,0.0101
"Consaca","Nariño","2225",0.8698,0.6697,0.3767,0.6871,0.5796,0.2925,0.7389,0.589,0.7926,0.8507,0.483,0.0044,0,0.003,0.0063,0.0047,0.9856,0,0.9894,0.978,0.9906,0.01,0,0.0076,0.0157,0.0047,0.01,0.0233,0.0091,0.0126,0
"Contadero","Nariño","1262",0.4521,0.6054,0.5243,0.6615,0.4859,0.3242,0.6418,0.7767,0.749,0.5798,0.4475,0.0025,0,0.0026,0.004,0,0.9975,0,0.9974,0.996,1,0,0,0,0,0,0.0148,0.025,0.013,0.0202,0
"Córdoba","Nariño","2935",0.9747,0.8532,0.4686,0.8257,0.8004,0.4497,0.9537,0.749,0.9695,1.0405,0.8482,0.0094,0.0168,0,0.0174,0.0138,0.9355,0.0112,0.9799,0.8814,0.9229,0.0551,0.0112,0.0201,0.1012,0.0634,0.0296,0.0112,0.0471,0.0215,0.0055
"Cuaspud","Nariño","1699",0.5789,0.6669,0.3846,0.6719,0.6232,0.3345,0.7187,0.6643,0.7837,0.7553,0.5172,0.0049,0.0105,0.0018,0.0023,0.02,0.9943,0,0.9982,0.9977,0.9733,8e-04,0,0,0,0.0067,0.0303,0,0.0183,0.0606,0.0067
"Cumbal","Nariño","6919",0.6919,0.8375,0.4622,0.8153,0.7718,0.5216,0.9319,0.7866,0.9284,1.0211,0.8417,0.0055,0.0022,0.0045,0.0067,0.0074,0.9935,0,0.9951,0.9933,0.9874,0.001,0,4e-04,0,0.0053,0.028,0,0.0259,0.0414,0.0158
"Cumbitara","Nariño","1132",0.3483,1.227,0.7595,1.3065,1.0249,0.4358,1.371,1.2532,1.6129,1.4414,0.8028,0.0145,0,0.0086,0.0256,0.0114,0.9855,0,0.9914,0.9744,0.9886,0,0,0,0,0,0.0243,0,0.0143,0.0366,0.04
"Chachagüí","Nariño","2726",0.7648,0.8114,0.3905,0.7815,0.7065,0.3587,0.9189,0.7333,0.9787,1.0331,0.6533,0.0256,0.031,0.0089,0.0391,0.0358,0.9744,0,0.9911,0.9609,0.9642,0,0,0,0,0,0.0881,0.0078,0.0794,0.1174,0.0645
"El Charco","Nariño","6392",0.5817,1.0527,0.3655,0.932,0.56,0.2004,1.3381,0.9172,1.683,1.2959,0.716,0.0174,0.015,0.0153,0.0227,0.0129,0.9819,0,0.9847,0.9773,0.9774,7e-04,0,0,0,0.0097,0.0131,0,0.0219,0.0023,0.0032
"El Rosario","Nariño","2183",0.5247,0.5053,0.2349,0.4493,0.4585,0.2151,0.5662,0.4497,0.5845,0.6667,0.3853,0.034,0,0.0165,0.0556,0.0307,0.9482,0,0.9669,0.9253,0.9448,0.0178,0,0.0165,0.0192,0.0245,0.0914,0,0.0599,0.1437,0.0552
"El Tablón de Gómez","Nariño","2526",0.8603,0.9093,0.593,0.9629,0.7991,0.4067,1.0202,0.8488,1.1133,1.0921,0.778,0.0248,0.0205,0.0076,0.0433,0.0289,0.9313,0,0.9581,0.8853,0.9501,0.044,0,0.0343,0.0714,0.021,0.0252,0.0068,0.0114,0.0411,0.0315
"El Tambo","Nariño","2314",0.8548,0.8621,0.4277,0.8279,0.7926,0.4775,1.0056,0.7771,0.9933,1.0908,0.9595,0.014,0,0.0102,0.018,0.0188,0.986,0,0.9898,0.982,0.9812,0,0,0,0,0,0,0,0,0,0
"Funes","Nariño","1287",0.7375,0.7203,0.6386,0.7134,0.597,0.416,0.7887,0.8675,0.8247,0.8017,0.668,0.0108,0.0278,0.0025,0.016,0.012,0.9872,0,0.995,0.984,0.982,0.002,0,0.0025,0,0.006,0.0217,0,0.01,0.0479,0
"Guachucal","Nariño","2933",1.0145,0.8834,0.4615,0.8592,0.8325,0.5541,0.9662,0.7692,0.9713,1.0658,0.8634,0.0028,0.0105,0.0026,0.0029,0,0.9954,0,0.9974,0.9952,0.9934,0.0018,0,0,0.0019,0.0066,0.0169,0,0.0087,0.0318,0.011
"Guaitarilla","Nariño","1884",0.7331,0.8137,0.4091,0.7869,0.7305,0.4426,0.913,0.803,0.9415,0.9835,0.7678,0.0093,0.0094,0.0074,0.0137,0.0036,0.9884,0,0.9926,0.9863,0.9822,0.0023,0,0,0,0.0142,0.039,0.0094,0.0178,0.0776,0.0107
"Gualmatán","Nariño","1081",1.0113,0.9972,0.5325,0.9515,1.0236,0.4787,1.0675,0.7532,1.0995,1.273,0.7488,0.0026,0,0,0.0062,0,0.9974,0,1,0.9938,1,0,0,0,0,0,0.0546,0,0.0309,0.0804,0.0633
"Iles","Nariño","1379",0.7568,0.9115,0.5586,0.7756,0.9313,0.5592,1.0435,1.036,0.991,1.1931,0.8816,0.0043,0.0087,0.002,0.0054,0.0046,0.9806,0,0.998,0.964,0.9769,0.0151,0,0,0.0306,0.0185,0.0489,0.0087,0.0179,0.0881,0.0417
"Imués","Nariño","1144",0.8946,0.8907,0.4744,0.8454,0.8133,0.5517,0.9799,0.9231,0.9742,1.0811,0.8319,0.0107,0,0,0.0205,0.0156,0.9866,0,1,0.9795,0.9688,0.0027,0,0,0,0.0156,0.0152,0,0.0192,0.0159,0.0104
"Ipiales","Nariño","21736",0.7293,1.0451,0.6913,1.0547,0.9048,0.476,1.1994,1.0496,1.2378,1.2669,1.0527,0.0084,0.0039,0.0066,0.0126,0.0059,0.9905,0,0.9928,0.9866,0.9903,0.001,0,6e-04,8e-04,0.0038,0.0421,0.0077,0.0418,0.054,0.0284
"La Cruz","Nariño","2962",0.7485,0.8822,0.6222,0.7945,0.862,0.5119,1.0878,1.16,0.9015,1.2329,1.1846,0.0144,0.0038,9e-04,0.024,0.0275,0.9839,0,0.9991,0.976,0.9619,0.0017,0,0,0,0.0106,0.0213,0.0115,0.0095,0.0302,0.0318
"La Florida","Nariño","1521",0.7389,0.8764,0.5431,0.8387,0.8346,0.419,0.9711,0.819,0.9647,1.1939,0.6338,0.0029,0,0,0.0036,0.0111,0.9907,0,0.9965,0.9892,0.9722,0.0064,0,0.0035,0.0072,0.0167,0.0349,0,0.0226,0.0578,0.0222
"La Llanada","Nariño","1227",0.6207,0.6707,0.3091,0.6233,0.6633,0.343,0.7718,0.5364,0.734,0.9241,0.7005,0.0011,0,0.0026,0,0,0.9989,0,0.9974,1,1,0,0,0,0,0,0.0321,0,0.0503,0.0288,0
"La Tola","Nariño","2076",0.3988,0.8343,0.4382,0.7882,0.5138,0.1922,1.0776,0.8596,1.2141,1.083,0.8228,0.0076,0,0.0153,0,0,0.992,0,0.9847,1,0.9955,5e-04,0,0,0,0.0045,0.0052,0,0.0067,0.0014,0.0136
"La Unión","Nariño","5249",0.9819,0.9097,0.7146,0.865,0.8552,0.3996,1.0577,0.9244,1.0053,1.2102,0.9457,0.0052,0.0132,0.0034,0.0059,0.0045,0.9948,0,0.9966,0.9941,0.9955,0,0,0,0,0,0.0552,0.0264,0.023,0.1054,0.0195
"Leiva","Nariño","2085",0.4226,0.7885,0.6286,0.7565,0.7042,0.3161,0.8887,0.9143,0.928,0.9867,0.6062,0.0145,0,0.0094,0.0201,0.0229,0.9704,0,0.9906,0.9413,0.9771,0.0151,0,0,0.0387,0,0.0045,0,0.0013,0.0072,0.0092
"Linares","Nariño","1558",0.7783,0.8877,0.5905,0.9235,0.7589,0.377,0.9737,0.8762,1.0952,1.0464,0.6393,0.0087,0,0.0093,0.0105,0.0051,0.932,0,0.9658,0.8737,0.959,0.0593,0,0.0249,0.1158,0.0359,0.0167,0,0.0171,0.0246,0
"Los Andes","Nariño","1774",0.2596,0.9526,0.4638,0.861,0.9455,0.5262,1.1116,1.058,1.0227,1.3069,0.9631,0.0342,0.0068,0.0097,0.0541,0.058,0.9505,0,0.9903,0.9162,0.9181,0.0153,0,0,0.0297,0.0239,0.0132,0.0137,0.0111,0.0203,0
"Magüi","Nariño","7309",0.3883,0.3571,0.1637,0.3362,0.1668,0.0394,0.4492,0.3363,0.574,0.432,0.2073,0.0026,0,0.0033,0.0024,0,0.9974,0,0.9967,0.9976,1,0,0,0,0,0,0.0013,0,0.0022,0,0
"Mallama","Nariño","1652",0.7234,0.8232,0.4308,0.8245,0.6643,0.3627,1.0012,0.8923,1.0318,1.0883,0.8136,0.0052,0.0086,0.0015,0.0094,0.005,0.9948,0,0.9985,0.9906,0.995,0,0,0,0,0,0.0078,0,0.0161,0.0019,0
"Mosquera","Nariño","2854",0.3026,0.5666,0.4402,0.6212,0.254,0.0847,0.7418,0.8517,0.9512,0.6627,0.418,0.0015,0,0.0019,0.0017,0,0.998,0,0.9981,0.9983,0.9935,5e-04,0,0,0,0.0065,0.1161,0,0.174,0.0759,0.013
"Nariño","Nariño","718",0.5369,0.7493,0.5172,0.5813,0.7603,0.5039,0.8384,0.6724,0.6713,1.0496,0.8915,0.0116,0,0,0.0236,0.0087,0.8953,0.1026,0.9639,0.8307,0.9217,0.093,0.1026,0.0361,0.1457,0.0696,0,0,0,0,0
"Olaya Herrera","Nariño","7151",0.6172,0.8227,0.4607,0.7868,0.4207,0.1324,1.0431,0.7592,1.3496,0.9468,0.5908,0.0111,0.0317,0.0124,0.0062,0,0.9889,0,0.9876,0.9938,1,0,0,0,0,0,0.0048,0.0063,0.0061,0.0031,0
"Ospina","Nariño","1138",0.6106,0.8418,0.4943,0.7825,0.8021,0.4537,0.913,0.7011,0.9103,1.0411,0.7731,0.0058,0,0,0.0123,0.006,0.9933,0,1,0.9877,0.988,0.001,0,0,0,0.006,0.0058,0,0.0099,0.0025,0.006
"Francisco Pizarro","Nariño","3652",0.3918,0.4866,0.2442,0.5023,0.298,0.0733,0.5915,0.5644,0.7666,0.5432,0.26,0.0096,0.0175,0.0072,0.0123,0.0075,0.9392,0,0.9517,0.9065,0.9173,0.0513,0,0.0411,0.0811,0.0752,0.0518,0,0.0429,0.097,0
"Puerres","Nariño","1488",0.8648,0.9113,0.5455,0.8949,0.8762,0.5447,0.9906,0.8347,1.0148,1.0719,0.8482,0.0041,0.0099,0.0049,0.0019,0.0048,0.9932,0,0.9951,0.9963,0.9808,0.0027,0,0,0.0019,0.0144,0.0847,0,0.0534,0.1397,0.0769
"Pupiales","Nariño","2817",0.8773,1.0678,0.6116,1.0256,0.9916,0.5573,1.2339,0.875,1.1883,1.3243,1.3241,0.0196,0.0053,0.0119,0.027,0.0289,0.9798,0,0.9881,0.973,0.9663,6e-04,0,0,0,0.0048,0.0126,0.0053,0.0037,0.0278,0
"Ricaurte","Nariño","5103",0.7443,0.7619,0.3764,0.724,0.429,0.1547,0.891,0.78,1.1762,0.7807,0.4388,0.0034,0.0058,0.0016,0.0071,0,0.9567,0.0029,0.9417,0.9701,0.9824,0.04,0.0029,0.0567,0.0229,0.0176,0.0362,0,0.0329,0.0582,0.0147
"Roberto Payán","Nariño","3554",0.4679,0.8756,0.3947,0.8948,0.3757,0.1401,1.1441,0.7928,1.5854,0.922,0.6419,0.0048,0,0.0035,0.0021,0.0285,0.9952,0,0.9965,0.9979,0.9715,0,0,0,0,0,0.0032,0.0041,0.0048,0,0
"Samaniego","Nariño","4924",0.4049,0.8459,0.5637,0.8703,0.7303,0.3306,0.9742,0.9122,1.0468,1.0596,0.7017,0.0095,0.0124,0.0076,0.0124,0.0055,0.985,0.0031,0.9863,0.9876,0.9726,0.0055,0.0031,0.0061,0,0.0219,0.0188,0,0.0178,0.0249,0.0146
"Sandoná","Nariño","3284",0.6155,0.8876,0.5939,0.8273,0.7818,0.3684,1.0049,0.9607,1.0361,1.134,0.7276,0.0191,0.0136,0.024,0.0196,0.0049,0.9755,0,0.9705,0.973,0.9926,0.0054,0,0.0054,0.0074,0.0025,0.079,0.0318,0.0806,0.0972,0.0443
"San Bernardo","Nariño","1542",0.315,0.7594,0.4919,0.7239,0.7245,0.3986,0.8359,0.7419,0.8732,0.9056,0.663,0.0171,0.0109,0.0018,0.032,0.0275,0.9736,0,0.9761,0.968,0.9725,0.0093,0,0.0221,0,0,0.0776,0,0.0368,0.1468,0.0601
"San Lorenzo","Nariño","3163",0.7219,0.9267,0.5893,0.9158,0.8278,0.4747,1.0221,0.8125,1.0999,1.1031,0.7977,0.0088,0.011,0.003,0.0159,0.0061,0.9872,0,0.9955,0.975,0.9939,0.0041,0,0.0015,0.0092,0,0.0047,0.0055,8e-04,0.0109,0
"San Pablo","Nariño","2478",0.6225,0.8257,0.4324,0.7767,0.7642,0.3543,0.9689,0.9135,0.93,1.0871,0.8522,0.0169,0.0118,0,0.031,0.0263,0.9818,0,1,0.969,0.9638,0.0013,0,0,0,0.0099,0.1366,0.1302,0.0951,0.1976,0.0757
"San Pedro de Cartago","Nariño","1240",0.5684,0.7774,0.5652,0.8742,0.6212,0.3739,0.854,0.9022,0.9649,0.836,0.6348,0.034,0,0,0.0746,0.0616,0.9641,0,1,0.9199,0.9384,0.0019,0,0,0.0055,0,0.0104,0,0,0.0249,0.0137
"Santa Bárbara","Nariño","3589",0.619,0.7456,0.2453,0.7732,0.2622,0.0294,0.8791,0.5535,1.4379,0.6132,0.1278,0.0057,0.0227,0.0032,0.0097,0,0.9943,0,0.9968,0.9903,1,0,0,0,0,0,0.0032,0,0.0027,0.0056,0
"Santacruz","Nariño","2038",0.1871,0.6752,0.414,0.699,0.5444,0.2243,0.7375,0.6688,0.9092,0.7135,0.4459,0.008,0,0.0055,0.0161,0,0.9561,0,0.9549,0.9518,0.9467,0.0359,0,0.0397,0.0321,0.0533,0.0466,0,0.0451,0.0622,0.0355
"Sapuyes","Nariño","1224",0.7533,0.7908,0.4651,0.7778,0.7083,0.3193,0.8725,0.7093,0.9444,0.9884,0.5798,0.0056,0,0.0023,0.0094,0.0072,0.9944,0,0.9977,0.9906,0.9928,0,0,0,0,0,0.0215,0,0.0271,0.0187,0.0217
"Taminango","Nariño","2798",0.6949,0.9728,0.5585,0.9307,0.9363,0.528,1.0976,0.766,1.1073,1.2112,0.9855,0.0169,0,0.0069,0.0336,0.0058,0.9831,0,0.9931,0.9664,0.9942,0,0,0,0,0,0.0113,0.0278,0.0146,0.0092,0.0039
"Tangua","Nariño","2149",0.7462,0.6198,0.3152,0.6083,0.5217,0.3431,0.7329,0.5818,0.7345,0.8003,0.6691,0.0069,0,0.0032,0.0114,0.0093,0.9883,0,0.9903,0.9829,0.9907,0.0048,0,0.0065,0.0057,0,0.0014,0,0.0016,0.0019,0
"San Andres de Tumaco","Nariño","61147",0.7404,0.6872,0.2787,0.6759,0.4924,0.2031,0.8575,0.6295,1.0325,0.8745,0.5104,0.0156,0.0161,0.0131,0.0206,0.0124,0.9234,0.0211,0.9035,0.9335,0.9732,0.0609,0.0211,0.0834,0.046,0.0144,0.0292,0.0204,0.0322,0.033,0.0041
"Túquerres","Nariño","7666",0.8651,0.8924,0.56,0.8758,0.7307,0.2957,1.0716,0.9443,1.1063,1.21,0.8022,0.0088,0.0056,0.0046,0.0155,0.0058,0.9566,0,0.9731,0.9212,0.9814,0.0346,0,0.0223,0.0633,0.0128,0.0447,0.0038,0.0327,0.0781,0.0105
"Yacuanquer","Nariño","1853",0.7217,0.8424,0.6159,0.7713,0.796,0.5169,0.9417,1.0942,0.8884,1.014,0.8596,0.0166,0,0.0078,0.0276,0.0196,0.961,0,0.978,0.9416,0.9477,0.0223,0,0.0141,0.0307,0.0327,0.0074,0,0,0.0123,0.0163
"Cúcuta","Norte de Santander","138545",0.9734,0.9723,0.7136,0.9533,0.8253,0.4675,1.1323,1.0434,1.1255,1.2239,1.0127,0.0352,0.0524,0.0299,0.0398,0.0301,0.9178,0.0058,0.929,0.8959,0.9244,0.047,0.0058,0.041,0.0643,0.0454,0.0203,0.007,0.0202,0.0265,0.0106
"Abrego","Norte de Santander","7408",0.7599,0.938,0.558,0.9692,0.5908,0.2765,1.1883,0.9889,1.4729,1.0802,0.7781,0.0467,0.0318,0.0346,0.0767,0.0393,0.9104,0,0.9293,0.8631,0.8858,0.0428,0,0.0361,0.0602,0.0749,0.0293,0,0.0218,0.0481,0.0467
"Arboledas","Norte de Santander","2064",0.8496,0.813,0.7081,0.8747,0.5672,0.4385,0.9021,0.8137,0.9916,0.8472,0.8408,0.0272,0.0305,0.0229,0.0358,0.0209,0.9526,0,0.9374,0.9604,0.9791,0.0202,0,0.0397,0.0038,0,0.0046,0,0,0.0075,0.0167
"Bochalema","Norte de Santander","1592",0.8909,0.8518,0.552,0.7904,0.7823,0.3587,0.9629,0.72,0.9584,1.1458,0.7246,0.0479,0.0667,0.0323,0.0683,0.0256,0.8776,0,0.9079,0.8219,0.9231,0.0746,0,0.0598,0.1097,0.0513,0.007,0,0.0162,0,0
"Bucarasica","Norte de Santander","1563",1.0519,0.7268,0.5845,0.7173,0.5218,0.2898,0.8119,0.7746,0.881,0.8671,0.5306,0.0371,0.0182,0.0338,0.0446,0.0505,0.9431,0.0091,0.9425,0.9331,0.9495,0.0198,0.0091,0.0237,0.0223,0,0.0086,0,0.0068,0.0167,0
"Cácota","Norte de Santander","555",1.3429,0.9243,0.898,1.0127,0.7056,0.4,1.1009,1.1633,1.1102,1.1111,1.0222,0.0206,0,0.0346,0.012,0,0.9794,0,0.9654,0.988,1,0,0,0,0,0,0,0,0,0,0
"Cachirá","Norte de Santander","2554",0.7389,0.7435,0.4847,0.7445,0.5614,0.3721,0.8485,0.7398,0.9337,0.8557,0.6767,0.0456,0.0414,0.0458,0.0483,0.0405,0.9188,0,0.924,0.8988,0.9271,0.0356,0,0.0302,0.053,0.0324,0.01,0.0207,0.0104,0.0093,0.004
"Chinácota","Norte de Santander","3380",0.8669,0.9112,0.5094,0.9224,0.7741,0.4597,1.079,0.9213,1.0769,1.1755,0.9657,0.033,0.0487,0.0305,0.0321,0.0351,0.9073,0,0.9564,0.841,0.904,0.0597,0,0.0131,0.1268,0.0609,0.0437,0,0.0247,0.0825,0.0234
"Chitagá","Norte de Santander","2542",0.8536,0.7935,0.726,0.7815,0.6753,0.2933,0.9437,0.976,0.9637,1.034,0.7021,0.0171,0.0345,0.0172,0.015,0.0056,0.9677,0,0.9727,0.9604,0.9722,0.0152,0,0.0101,0.0246,0.0222,0.001,0,0.002,0,0
"Convención","Norte de Santander","4634",1.5873,0.9851,0.6533,1.0558,0.6826,0.3245,1.1593,0.9925,1.4025,1.0634,0.8112,0.0474,0.0253,0.0416,0.0637,0.0517,0.9313,0,0.9475,0.898,0.8908,0.0213,0,0.0109,0.0384,0.0575,0.0044,0,0.0045,0.0051,0.0057
"Cucutilla","Norte de Santander","1668",0.7348,0.8423,0.6504,0.8333,0.6838,0.4257,1.0144,0.7398,1.0136,1.0653,1.0297,0.0256,0.033,0.0274,0.0301,0.0048,0.9253,0,0.9361,0.8832,0.9807,0.0491,0,0.0365,0.0866,0.0145,7e-04,0,0.0015,0,0
"Durania","Norte de Santander","851",0.9132,0.8402,0.2647,0.7822,0.7639,0.5,0.9824,0.7206,0.9656,1.1458,0.8219,0.0351,0.102,0.024,0.0451,0.0102,0.9259,0,0.9581,0.8785,0.9694,0.039,0,0.018,0.0764,0.0204,0.0325,0.0204,0.009,0.0729,0
"El Carmen","Norte de Santander","3217",0.7926,0.8079,0.5,0.8975,0.3928,0.2609,0.9692,0.7832,1.2769,0.7588,0.6739,0.051,0.058,0.0374,0.0965,0.0341,0.8735,0,0.9339,0.6758,0.8244,0.0755,0,0.0287,0.2277,0.1415,4e-04,0,6e-04,0,0
"El Tarra","Norte de Santander","5530",1.6496,0.8835,0.5526,0.9249,0.5606,0.2026,1.0313,0.9216,1.2709,0.9416,0.5911,0.0408,0.0415,0.0446,0.0263,0.0643,0.945,0,0.9392,0.9569,0.9298,0.0142,0,0.0162,0.0168,0.0058,0.0046,0,0.0063,0.0036,0
"El Zulia","Norte de Santander","5972",1.0274,0.9593,0.664,0.9256,0.84,0.386,1.0931,1.0432,1.1295,1.2066,0.7994,0.0399,0.0313,0.0327,0.0528,0.0328,0.9203,0.0021,0.9436,0.8796,0.9252,0.0398,0.0021,0.0237,0.0676,0.042,0.0019,0,0.0023,0.0024,0
"Gramalote","Norte de Santander","1303",0.843,0.7583,0.4149,0.8164,0.5996,0.4223,0.8603,0.7553,0.978,0.7987,0.7769,0.0187,0.0141,0.0164,0.0198,0.0253,0.9813,0,0.9836,0.9802,0.9747,0,0,0,0,0,0,0,0,0,0
"Hacarí","Norte de Santander","2780",0.8308,0.8583,0.4822,0.9676,0.4276,0.2071,0.9838,0.9881,1.348,0.7528,0.4376,0.0184,0.012,0.0156,0.028,0.0211,0.9652,0,0.9806,0.9264,0.9085,0.0164,0,0.0038,0.0455,0.0704,0.0047,0,0.0069,0.0018,0
"Herrán","Norte de Santander","1199",0.6104,0.3828,0.3028,0.4241,0.2813,0.2188,0.4112,0.3211,0.463,0.401,0.3438,0.0278,0.0286,0.021,0.0432,0.0179,0.8889,0,0.895,0.8489,0.9107,0.0833,0,0.084,0.1079,0.0714,0.0043,0,0,0.0144,0
"Labateca","Norte de Santander","1296",0.7214,0.7554,0.6505,0.7439,0.6576,0.4796,0.8318,0.8252,0.8493,0.839,0.7783,0.0097,0,0.0089,0.0086,0.02,0.9332,0,0.9732,0.8771,0.9067,0.0571,0,0.0179,0.1143,0.0733,0.001,0,0,0,0.0067
"La Esperanza","Norte de Santander","2917",0.7848,0.9092,0.5824,0.8798,0.7171,0.2962,1.0816,0.8812,1.1982,1.1356,0.7572,0.0438,0.0696,0.0366,0.0511,0.0338,0.9113,0,0.9381,0.8615,0.9179,0.0449,0,0.0253,0.0874,0.0483,0.0194,0.0087,0.026,0.0159,0
